//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>tremenyi@SCLS-SPN-14234.local</Creator>
//<CreateTime>2012-05-13T08:32:49</CreateTime>
//<Software>Ocean Data View Version 4.3.5 - 2010</Software>
//<Source>/Users/tremenyi/Documents/ODV/data/SAZSENSE/SAZSENSE_TM_20120209.odv</Source>
//<SourceLastModified>2012-05-04T12:51:19</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth	Depth	Al	Co	Ni	Cu	Zn	Cd	Pb	Fe
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	800.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	818.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	836.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	854.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	872.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	890.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	910.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	930.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	950.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	970.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	990.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1012.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1034.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1056.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1078.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1100.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1124.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1148.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1172.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1196.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1222.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1248.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1274.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1300.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1328.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1356.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1384.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1414.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1444.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1474.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1506.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1538.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1570.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1604.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1638.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1672.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1708.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1744.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1780.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1818.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1856.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1894.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1934.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	1974.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2016.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2058.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2100.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2144.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2188.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2234.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2280.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2328.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2376.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2426.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2476.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2528.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2580.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2634.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2688.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2744.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2800.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2858.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2918.000								
au0703	10	B	2007-01-22T01:28:38.000	140.6010	-46.321	4400	2978.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	19.938								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	20.336								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	32.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	50.612								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	51.125								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	62.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	72.634								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	73.488								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	84.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	98.449								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	98.822								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	110.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	123.168								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	134.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	149.679								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	160.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	170.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	180.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	190.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	200.510								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	212.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	222.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	232.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	250.097								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	262.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	273.753								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	284.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	300.914								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	312.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	322.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	332.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	350.114								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	362.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	372.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	382.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	400.045								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	412.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	422.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	432.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	450.192								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	462.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	472.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	482.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	500.204								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	512.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	524.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	536.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	549.834								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	562.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	574.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	586.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	600.159								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	614.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	628.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	642.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	656.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	670.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	684.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	701.696								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	718.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	734.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	750.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	766.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	782.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	798.468								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	816.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	834.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	852.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	870.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	899.604								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	918.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	938.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	958.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	978.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	999.192								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1020.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1042.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1064.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1086.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1110.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1134.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1158.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1182.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1208.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1234.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1260.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1286.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1314.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1342.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1370.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1398.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1428.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1458.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1488.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1520.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1552.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1584.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1618.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1652.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1686.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1722.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1758.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1794.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1832.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1870.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1910.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1950.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	1990.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2032.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2074.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2118.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2162.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2208.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2254.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2300.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2348.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2396.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2446.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2496.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2548.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2600.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2654.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2710.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2766.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2824.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2882.000								
au0703	11	B	2007-01-22T10:35:33.000	140.6112	-46.322	4300	2942.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	9.725								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	10.043								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	10.058								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	10.074								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	10.160								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	10.195								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	18.721								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	18.785								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	18.898								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	18.944								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	18.979								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	19.127								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	19.132								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	39.541								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	44.896								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	44.962								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	45.044								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	59.810								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	78.925								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	98.091								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	110.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	122.099								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	134.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	150.025								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	162.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	174.419								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	186.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	201.498								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	212.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	222.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	232.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	242.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	252.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	262.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	272.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	282.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	292.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	302.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	312.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	322.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	332.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	342.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	352.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	362.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	372.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	382.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	392.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	402.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	412.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	422.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	432.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	442.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	452.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	462.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	472.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	482.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	492.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	504.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	516.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	528.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	540.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	552.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	564.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	576.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	588.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	600.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	614.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	628.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	642.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	656.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	670.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	684.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	698.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	714.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	730.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	746.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	762.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	778.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	794.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	812.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	830.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	848.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	866.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	884.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	904.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	924.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	944.000								
au0703	12	B	2007-01-22T19:03:30.000	140.4798	-46.383	4800	964.000								
